record_id,protocol_id,scenario,method,base_training_robot_count,evaluation_robot_count,zero_shot_variable_team_size,training_seed,evaluation_episode_index,safety_envelope,possible_directed_nonself_edge_count,active_conflict_edge_count_mean,active_conflict_edge_count_max,edge_density_mean,CPA_graph_build_time_mean_ms,GAT_message_passing_time_mean_ms,policy_inference_time_mean_ms,policy_inference_time_p95_ms,control_step_time_mean_ms,peak_GPU_memory_MB,real_time_factor,fully_successful_episode,collision_episode,near_miss_episode,average_completion_time_s,makespan_s,average_waiting_time_s,average_path_length_m,min_rr_center_distance_m,episode_wall_time_s,checkpoint_sha256
scal__mixed_complex__Fully-connected_GAT__N4__seed7__ep04,zero_shot_team_size_stress,mixed_complex,Fully-connected GAT,4,4,1,7,4,ON,12,12,12,1,0.075,0.2789,0.7663,1.3793,1.2,1200,0.95,1,0,0,51.61,59.35,0.965,21.269,0.8528,56.8,834b9fc8cfe54c848b1b008b8df659eb012e3f430b165cbdf07ad29570037fa3
scal__mixed_complex__Fully-connected_GAT__N4__seed7__ep05,zero_shot_team_size_stress,mixed_complex,Fully-connected GAT,4,4,1,7,5,ON,12,12,12,1,0.0755,0.2376,0.9937,1.7887,1.2,1200,0.95,1,0,0,55.8,64.17,1.098,21.4722,0.8452,61.4,834b9fc8cfe54c848b1b008b8df659eb012e3f430b165cbdf07ad29570037fa3
scal__mixed_complex__Fully-connected_GAT__N4__seed7__ep06,zero_shot_team_size_stress,mixed_complex,Fully-connected GAT,4,4,1,7,6,ON,12,12,12,1,0.0751,0.2509,0.993,1.7874,1.2,1200,0.95,1,0,0,51.8,59.57,1.467,21.7457,0.8622,57,834b9fc8cfe54c848b1b008b8df659eb012e3f430b165cbdf07ad29570037fa3
scal__mixed_complex__Fully-connected_GAT__N4__seed7__ep07,zero_shot_team_size_stress,mixed_complex,Fully-connected GAT,4,4,1,7,7,ON,12,12,12,1,0.087,0.2997,0.8784,1.581,1.2,1200,0.95,1,0,0,53.02,60.97,1.46,21.1479,0.8595,58.3,834b9fc8cfe54c848b1b008b8df659eb012e3f430b165cbdf07ad29570037fa3
scal__mixed_complex__Fully-connected_GAT__N4__seed7__ep08,zero_shot_team_size_stress,mixed_complex,Fully-connected GAT,4,4,1,7,8,ON,12,12,12,1,0.0972,0.2846,0.9511,1.712,1.2,1200,0.95,1,0,0,47.04,54.1,1.18,21.1768,0.8366,51.7,834b9fc8cfe54c848b1b008b8df659eb012e3f430b165cbdf07ad29570037fa3
scal__mixed_complex__Fully-connected_GAT__N4__seed7__ep09,zero_shot_team_size_stress,mixed_complex,Fully-connected GAT,4,4,1,7,9,ON,12,12,12,1,0.0861,0.256,0.9609,1.7296,1.2,1200,0.95,1,0,0,47.96,55.16,1.475,22.2936,0.851,52.8,834b9fc8cfe54c848b1b008b8df659eb012e3f430b165cbdf07ad29570037fa3
scal__mixed_complex__Fully-connected_GAT__N6__seed0__ep00,zero_shot_team_size_stress,mixed_complex,Fully-connected GAT,4,6,1,0,0,ON,30,30,30,1,0.1435,0.4213,1.0718,1.9293,1.4,1600,0.89,1,0,0,58.06,68.22,1.16,26.3518,0.8439,63.9,6907d5427709b680225b175e83d5104612d6abe26c3a731ed19a925da7c082a2
scal__mixed_complex__Fully-connected_GAT__N6__seed0__ep01,zero_shot_team_size_stress,mixed_complex,Fully-connected GAT,4,6,1,0,1,ON,30,30,30,1,0.1464,0.3682,1.2099,2.1778,1.4,1600,0.89,1,0,0,64.89,76.25,1.599,26.4022,0.8494,71.4,6907d5427709b680225b175e83d5104612d6abe26c3a731ed19a925da7c082a2
scal__mixed_complex__Fully-connected_GAT__N6__seed0__ep02,zero_shot_team_size_stress,mixed_complex,Fully-connected GAT,4,6,1,0,2,ON,30,30,30,1,0.1204,0.3989,1.05,1.89,1.4,1600,0.89,1,0,0,60.69,71.31,1.45,26.339,0.8478,66.8,6907d5427709b680225b175e83d5104612d6abe26c3a731ed19a925da7c082a2
scal__mixed_complex__Fully-connected_GAT__N6__seed0__ep03,zero_shot_team_size_stress,mixed_complex,Fully-connected GAT,4,6,1,0,3,ON,30,30,30,1,0.13,0.4315,1.1934,2.1481,1.4,1600,0.89,1,0,1,59.36,69.75,1.362,26.3306,0.5918,65.3,6907d5427709b680225b175e83d5104612d6abe26c3a731ed19a925da7c082a2
scal__mixed_complex__Fully-connected_GAT__N6__seed0__ep04,zero_shot_team_size_stress,mixed_complex,Fully-connected GAT,4,6,1,0,4,ON,30,30,30,1,0.1253,0.4325,1.0149,1.8268,1.4,1600,0.89,1,0,0,62.49,73.43,1.066,26.9853,0.8131,68.7,6907d5427709b680225b175e83d5104612d6abe26c3a731ed19a925da7c082a2
scal__mixed_complex__Fully-connected_GAT__N6__seed0__ep05,zero_shot_team_size_stress,mixed_complex,Fully-connected GAT,4,6,1,0,5,ON,30,30,30,1,0.132,0.4311,1.1536,2.0764,1.4,1600,0.89,1,0,0,63.14,74.19,1.225,25.9252,0.8237,69.5,6907d5427709b680225b175e83d5104612d6abe26c3a731ed19a925da7c082a2
scal__mixed_complex__Fully-connected_GAT__N6__seed0__ep06,zero_shot_team_size_stress,mixed_complex,Fully-connected GAT,4,6,1,0,6,ON,30,30,30,1,0.1281,0.4025,1.0472,1.8849,1.4,1600,0.89,1,0,0,60.93,71.6,1.014,25.4916,0.8352,67,6907d5427709b680225b175e83d5104612d6abe26c3a731ed19a925da7c082a2
scal__mixed_complex__Fully-connected_GAT__N6__seed0__ep07,zero_shot_team_size_stress,mixed_complex,Fully-connected GAT,4,6,1,0,7,ON,30,30,30,1,0.1212,0.4273,1.1742,2.1135,1.4,1600,0.89,1,0,0,65.15,76.55,1.712,25.6442,0.8293,71.7,6907d5427709b680225b175e83d5104612d6abe26c3a731ed19a925da7c082a2
scal__mixed_complex__Fully-connected_GAT__N6__seed0__ep08,zero_shot_team_size_stress,mixed_complex,Fully-connected GAT,4,6,1,0,8,ON,30,30,30,1,0.1405,0.3658,1.0957,1.9723,1.4,1600,0.89,1,0,0,62.2,73.09,1.379,25.6687,0.8385,68.4,6907d5427709b680225b175e83d5104612d6abe26c3a731ed19a925da7c082a2
scal__mixed_complex__Fully-connected_GAT__N6__seed0__ep09,zero_shot_team_size_stress,mixed_complex,Fully-connected GAT,4,6,1,0,9,ON,30,30,30,1,0.1287,0.398,1.2737,2.2926,1.4,1600,0.89,1,0,1,54.73,64.31,1.622,26.9778,0.6001,60.2,6907d5427709b680225b175e83d5104612d6abe26c3a731ed19a925da7c082a2
scal__mixed_complex__Fully-connected_GAT__N6__seed1__ep00,zero_shot_team_size_stress,mixed_complex,Fully-connected GAT,4,6,1,1,0,ON,30,30,30,1,0.1332,0.3929,1.1388,2.0498,1.4,1600,0.89,1,0,0,63.37,74.45,1.563,26.4407,0.8381,69.7,625b60761c892177f8c0f5a45ae622a2f181d33a2f58e8256c5d27d26cdaba14
scal__mixed_complex__Fully-connected_GAT__N6__seed1__ep01,zero_shot_team_size_stress,mixed_complex,Fully-connected GAT,4,6,1,1,1,ON,30,30,30,1,0.1224,0.3825,1.1195,2.015,1.4,1600,0.89,1,0,0,62.96,73.98,1.808,26.1029,0.8284,69.3,625b60761c892177f8c0f5a45ae622a2f181d33a2f58e8256c5d27d26cdaba14
scal__mixed_complex__Fully-connected_GAT__N6__seed1__ep02,zero_shot_team_size_stress,mixed_complex,Fully-connected GAT,4,6,1,1,2,ON,30,30,30,1,0.1254,0.3832,1.1543,2.0778,1.4,1600,0.89,1,0,0,60.48,71.07,0.765,26.6116,0.8282,66.5,625b60761c892177f8c0f5a45ae622a2f181d33a2f58e8256c5d27d26cdaba14
scal__mixed_complex__Fully-connected_GAT__N6__seed1__ep03,zero_shot_team_size_stress,mixed_complex,Fully-connected GAT,4,6,1,1,3,ON,30,30,30,1,0.1359,0.4118,1.1507,2.0713,1.4,1600,0.89,1,0,0,54.19,63.67,1.176,26.4034,0.8376,59.6,625b60761c892177f8c0f5a45ae622a2f181d33a2f58e8256c5d27d26cdaba14
scal__mixed_complex__Fully-connected_GAT__N6__seed1__ep04,zero_shot_team_size_stress,mixed_complex,Fully-connected GAT,4,6,1,1,4,ON,30,30,30,1,0.1245,0.3638,1.1692,2.1045,1.4,1600,0.89,1,0,0,59.36,69.75,1.465,26.5773,0.8337,65.3,625b60761c892177f8c0f5a45ae622a2f181d33a2f58e8256c5d27d26cdaba14
scal__mixed_complex__Fully-connected_GAT__N6__seed1__ep05,zero_shot_team_size_stress,mixed_complex,Fully-connected GAT,4,6,1,1,5,ON,30,30,30,1,0.135,0.3861,1.0905,1.963,1.4,1600,0.89,1,0,0,65.95,77.49,0.754,26.6713,0.8418,72.5,625b60761c892177f8c0f5a45ae622a2f181d33a2f58e8256c5d27d26cdaba14
scal__mixed_complex__Fully-connected_GAT__N6__seed1__ep06,zero_shot_team_size_stress,mixed_complex,Fully-connected GAT,4,6,1,1,6,ON,30,30,30,1,0.1296,0.425,1.0551,1.8991,1.4,1600,0.89,1,0,0,54.06,63.52,1.645,25.5103,0.8407,59.5,625b60761c892177f8c0f5a45ae622a2f181d33a2f58e8256c5d27d26cdaba14
scal__mixed_complex__Fully-connected_GAT__N6__seed1__ep07,zero_shot_team_size_stress,mixed_complex,Fully-connected GAT,4,6,1,1,7,ON,30,30,30,1,0.1245,0.4103,1.2897,2.3214,1.4,1600,0.89,1,0,0,62,72.85,1.419,26.3772,0.8368,68.2,625b60761c892177f8c0f5a45ae622a2f181d33a2f58e8256c5d27d26cdaba14
scal__mixed_complex__Fully-connected_GAT__N6__seed1__ep08,zero_shot_team_size_stress,mixed_complex,Fully-connected GAT,4,6,1,1,8,ON,30,30,30,1,0.1484,0.3708,1.262,2.2715,1.4,1600,0.89,1,0,0,60.55,71.14,1.145,26.0533,0.8126,66.6,625b60761c892177f8c0f5a45ae622a2f181d33a2f58e8256c5d27d26cdaba14
scal__mixed_complex__Fully-connected_GAT__N6__seed1__ep09,zero_shot_team_size_stress,mixed_complex,Fully-connected GAT,4,6,1,1,9,ON,30,30,30,1,0.1236,0.4007,1.1874,2.1372,1.4,1600,0.89,1,0,0,62.68,73.65,1.748,25.8652,0.8321,69,625b60761c892177f8c0f5a45ae622a2f181d33a2f58e8256c5d27d26cdaba14
scal__mixed_complex__Fully-connected_GAT__N6__seed2__ep00,zero_shot_team_size_stress,mixed_complex,Fully-connected GAT,4,6,1,2,0,ON,30,30,30,1,0.1246,0.4396,1.0791,1.9423,1.4,1600,0.89,1,0,1,54.55,64.09,1.084,26.421,0.6152,60,5f471704c6d7db5093ce364f8b7a758649dc879676dad4f4a3b236be7b09a0a7
scal__mixed_complex__Fully-connected_GAT__N6__seed2__ep01,zero_shot_team_size_stress,mixed_complex,Fully-connected GAT,4,6,1,2,1,ON,30,30,30,1,0.1266,0.4062,1.1494,2.0689,1.4,1600,0.89,1,0,1,59.5,69.91,1.734,24.9518,0.5647,65.5,5f471704c6d7db5093ce364f8b7a758649dc879676dad4f4a3b236be7b09a0a7
scal__mixed_complex__Fully-connected_GAT__N6__seed2__ep02,zero_shot_team_size_stress,mixed_complex,Fully-connected GAT,4,6,1,2,2,ON,30,30,30,1,0.1403,0.4365,1.0724,1.9304,1.4,1600,0.89,1,0,0,64.99,76.36,1.161,25.7004,0.831,71.5,5f471704c6d7db5093ce364f8b7a758649dc879676dad4f4a3b236be7b09a0a7
scal__mixed_complex__Fully-connected_GAT__N6__seed2__ep03,zero_shot_team_size_stress,mixed_complex,Fully-connected GAT,4,6,1,2,3,ON,30,30,30,1,0.1268,0.385,1.058,1.9044,1.4,1600,0.89,1,0,0,63.35,74.43,1.347,26.1195,0.838,69.7,5f471704c6d7db5093ce364f8b7a758649dc879676dad4f4a3b236be7b09a0a7
scal__mixed_complex__Fully-connected_GAT__N6__seed2__ep04,zero_shot_team_size_stress,mixed_complex,Fully-connected GAT,4,6,1,2,4,ON,30,30,30,1,0.1286,0.4213,1.2183,2.193,1.4,1600,0.89,1,0,0,65.79,77.3,1.366,25.9351,0.844,72.4,5f471704c6d7db5093ce364f8b7a758649dc879676dad4f4a3b236be7b09a0a7
scal__mixed_complex__Fully-connected_GAT__N6__seed2__ep05,zero_shot_team_size_stress,mixed_complex,Fully-connected GAT,4,6,1,2,5,ON,30,30,30,1,0.1341,0.4334,1.232,2.2176,1.4,1600,0.89,1,0,1,60.78,71.41,0.875,26.948,0.5832,66.9,5f471704c6d7db5093ce364f8b7a758649dc879676dad4f4a3b236be7b09a0a7
scal__mixed_complex__Fully-connected_GAT__N6__seed2__ep06,zero_shot_team_size_stress,mixed_complex,Fully-connected GAT,4,6,1,2,6,ON,30,30,30,1,0.1461,0.3603,1.0328,1.859,1.4,1600,0.89,0,1,1,55.82,65.59,1.042,26.2114,0.607,61.4,5f471704c6d7db5093ce364f8b7a758649dc879676dad4f4a3b236be7b09a0a7
scal__mixed_complex__Fully-connected_GAT__N6__seed2__ep07,zero_shot_team_size_stress,mixed_complex,Fully-connected GAT,4,6,1,2,7,ON,30,30,30,1,0.1334,0.3616,1.0327,1.8589,1.4,1600,0.89,1,0,0,64.85,76.19,1.141,26.069,0.8343,71.3,5f471704c6d7db5093ce364f8b7a758649dc879676dad4f4a3b236be7b09a0a7
scal__mixed_complex__Fully-connected_GAT__N6__seed2__ep08,zero_shot_team_size_stress,mixed_complex,Fully-connected GAT,4,6,1,2,8,ON,30,30,30,1,0.1447,0.4025,1.0244,1.8439,1.4,1600,0.89,1,0,0,65.14,76.54,1.162,26.791,0.8454,71.7,5f471704c6d7db5093ce364f8b7a758649dc879676dad4f4a3b236be7b09a0a7
scal__mixed_complex__Fully-connected_GAT__N6__seed2__ep09,zero_shot_team_size_stress,mixed_complex,Fully-connected GAT,4,6,1,2,9,ON,30,30,30,1,0.1488,0.4041,1.2637,2.2747,1.4,1600,0.89,1,0,0,56.5,66.39,1.456,27.2879,0.8184,62.2,5f471704c6d7db5093ce364f8b7a758649dc879676dad4f4a3b236be7b09a0a7
scal__mixed_complex__Fully-connected_GAT__N6__seed3__ep00,zero_shot_team_size_stress,mixed_complex,Fully-connected GAT,4,6,1,3,0,ON,30,30,30,1,0.1374,0.431,1.0098,1.8177,1.4,1600,0.89,1,0,0,62.72,73.7,1.431,25.932,0.8424,69,a0b34284160998f6a6bfba14d60632f2538fa929bca26bc3fa42002ddc241103
scal__mixed_complex__Fully-connected_GAT__N6__seed3__ep01,zero_shot_team_size_stress,mixed_complex,Fully-connected GAT,4,6,1,3,1,ON,30,30,30,1,0.1499,0.3717,1.2017,2.163,1.4,1600,0.89,1,0,0,55.76,65.52,0.902,26.7307,0.8318,61.3,a0b34284160998f6a6bfba14d60632f2538fa929bca26bc3fa42002ddc241103
scal__mixed_complex__Fully-connected_GAT__N6__seed3__ep02,zero_shot_team_size_stress,mixed_complex,Fully-connected GAT,4,6,1,3,2,ON,30,30,30,1,0.1275,0.3899,1.1822,2.128,1.4,1600,0.89,1,0,0,54.15,63.63,1.072,25.6538,0.8341,59.6,a0b34284160998f6a6bfba14d60632f2538fa929bca26bc3fa42002ddc241103
scal__mixed_complex__Fully-connected_GAT__N6__seed3__ep03,zero_shot_team_size_stress,mixed_complex,Fully-connected GAT,4,6,1,3,3,ON,30,30,30,1,0.1244,0.3653,1.2566,2.2619,1.4,1600,0.89,1,0,0,60.51,71.1,1.124,25.7077,0.822,66.6,a0b34284160998f6a6bfba14d60632f2538fa929bca26bc3fa42002ddc241103
scal__mixed_complex__Fully-connected_GAT__N6__seed3__ep04,zero_shot_team_size_stress,mixed_complex,Fully-connected GAT,4,6,1,3,4,ON,30,30,30,1,0.1327,0.3984,1.0052,1.8094,1.4,1600,0.89,1,0,0,61.97,72.81,1.786,27.5019,0.8254,68.2,a0b34284160998f6a6bfba14d60632f2538fa929bca26bc3fa42002ddc241103
scal__mixed_complex__Fully-connected_GAT__N6__seed3__ep05,zero_shot_team_size_stress,mixed_complex,Fully-connected GAT,4,6,1,3,5,ON,30,30,30,1,0.1449,0.3731,1.0947,1.9704,1.4,1600,0.89,1,0,0,61.97,72.82,1.208,26.1523,0.8471,68.2,a0b34284160998f6a6bfba14d60632f2538fa929bca26bc3fa42002ddc241103
scal__mixed_complex__Fully-connected_GAT__N6__seed3__ep06,zero_shot_team_size_stress,mixed_complex,Fully-connected GAT,4,6,1,3,6,ON,30,30,30,1,0.1327,0.3614,1.2438,2.2389,1.4,1600,0.89,1,0,0,55.25,64.92,1.448,26.7483,0.8466,60.8,a0b34284160998f6a6bfba14d60632f2538fa929bca26bc3fa42002ddc241103
scal__mixed_complex__Fully-connected_GAT__N6__seed3__ep07,zero_shot_team_size_stress,mixed_complex,Fully-connected GAT,4,6,1,3,7,ON,30,30,30,1,0.1353,0.3641,1.222,2.1996,1.4,1600,0.89,1,0,0,61.92,72.76,1.401,26.1595,0.8226,68.1,a0b34284160998f6a6bfba14d60632f2538fa929bca26bc3fa42002ddc241103
scal__mixed_complex__Fully-connected_GAT__N6__seed3__ep08,zero_shot_team_size_stress,mixed_complex,Fully-connected GAT,4,6,1,3,8,ON,30,30,30,1,0.1474,0.3981,1.0708,1.9274,1.4,1600,0.89,0,1,1,57.01,66.99,1.252,26.4754,0.6446,62.7,a0b34284160998f6a6bfba14d60632f2538fa929bca26bc3fa42002ddc241103
scal__mixed_complex__Fully-connected_GAT__N6__seed3__ep09,zero_shot_team_size_stress,mixed_complex,Fully-connected GAT,4,6,1,3,9,ON,30,30,30,1,0.1257,0.3965,1.0809,1.9455,1.4,1600,0.89,1,0,0,63.74,74.89,1.495,26.6604,0.8264,70.1,a0b34284160998f6a6bfba14d60632f2538fa929bca26bc3fa42002ddc241103
scal__mixed_complex__Fully-connected_GAT__N6__seed4__ep00,zero_shot_team_size_stress,mixed_complex,Fully-connected GAT,4,6,1,4,0,ON,30,30,30,1,0.1424,0.3679,1.2667,2.2801,1.4,1600,0.89,1,0,0,63.31,74.39,1.766,27.2893,0.839,69.6,2e36d3eee72b97f47984be496cf1d347d825ffe26b59cfd86407a475fd71af1c
scal__mixed_complex__Fully-connected_GAT__N6__seed4__ep01,zero_shot_team_size_stress,mixed_complex,Fully-connected GAT,4,6,1,4,1,ON,30,30,30,1,0.1353,0.3622,1.1917,2.145,1.4,1600,0.89,1,0,1,58.36,68.57,1.173,26.4592,0.6105,64.2,2e36d3eee72b97f47984be496cf1d347d825ffe26b59cfd86407a475fd71af1c
scal__mixed_complex__Fully-connected_GAT__N6__seed4__ep02,zero_shot_team_size_stress,mixed_complex,Fully-connected GAT,4,6,1,4,2,ON,30,30,30,1,0.1459,0.3666,1.1981,2.1565,1.4,1600,0.89,1,0,0,58.98,69.3,1.594,26.9806,0.8407,64.9,2e36d3eee72b97f47984be496cf1d347d825ffe26b59cfd86407a475fd71af1c
scal__mixed_complex__Fully-connected_GAT__N6__seed4__ep03,zero_shot_team_size_stress,mixed_complex,Fully-connected GAT,4,6,1,4,3,ON,30,30,30,1,0.132,0.3933,1.0878,1.9581,1.4,1600,0.89,1,0,0,59.07,69.41,1.454,25.658,0.8343,65,2e36d3eee72b97f47984be496cf1d347d825ffe26b59cfd86407a475fd71af1c
scal__mixed_complex__Fully-connected_GAT__N6__seed4__ep04,zero_shot_team_size_stress,mixed_complex,Fully-connected GAT,4,6,1,4,4,ON,30,30,30,1,0.1338,0.3946,1.2338,2.2208,1.4,1600,0.89,1,0,0,61.43,72.19,1.232,26.5609,0.8392,67.6,2e36d3eee72b97f47984be496cf1d347d825ffe26b59cfd86407a475fd71af1c
scal__mixed_complex__Fully-connected_GAT__N6__seed4__ep05,zero_shot_team_size_stress,mixed_complex,Fully-connected GAT,4,6,1,4,5,ON,30,30,30,1,0.1421,0.425,1.048,1.8863,1.4,1600,0.89,0,1,1,61.4,72.15,1.137,26.5026,0.5912,67.5,2e36d3eee72b97f47984be496cf1d347d825ffe26b59cfd86407a475fd71af1c
scal__mixed_complex__Fully-connected_GAT__N6__seed4__ep06,zero_shot_team_size_stress,mixed_complex,Fully-connected GAT,4,6,1,4,6,ON,30,30,30,1,0.1402,0.4279,1.2807,2.3052,1.4,1600,0.89,1,0,1,59.81,70.28,1.74,26.4613,0.6281,65.8,2e36d3eee72b97f47984be496cf1d347d825ffe26b59cfd86407a475fd71af1c
scal__mixed_complex__Fully-connected_GAT__N6__seed4__ep07,zero_shot_team_size_stress,mixed_complex,Fully-connected GAT,4,6,1,4,7,ON,30,30,30,1,0.1386,0.3712,1.1844,2.1319,1.4,1600,0.89,1,0,0,64.18,75.41,1.848,26.3602,0.8314,70.6,2e36d3eee72b97f47984be496cf1d347d825ffe26b59cfd86407a475fd71af1c
scal__mixed_complex__Fully-connected_GAT__N6__seed4__ep08,zero_shot_team_size_stress,mixed_complex,Fully-connected GAT,4,6,1,4,8,ON,30,30,30,1,0.141,0.4361,1.2631,2.2736,1.4,1600,0.89,1,0,0,65.89,77.42,1.027,26.4605,0.8229,72.5,2e36d3eee72b97f47984be496cf1d347d825ffe26b59cfd86407a475fd71af1c
scal__mixed_complex__Fully-connected_GAT__N6__seed4__ep09,zero_shot_team_size_stress,mixed_complex,Fully-connected GAT,4,6,1,4,9,ON,30,30,30,1,0.1472,0.4051,1.1077,1.9938,1.4,1600,0.89,1,0,0,63.96,75.15,1.012,26.5918,0.8288,70.4,2e36d3eee72b97f47984be496cf1d347d825ffe26b59cfd86407a475fd71af1c
scal__mixed_complex__Fully-connected_GAT__N6__seed5__ep00,zero_shot_team_size_stress,mixed_complex,Fully-connected GAT,4,6,1,5,0,ON,30,30,30,1,0.1332,0.391,1.1076,1.9936,1.4,1600,0.89,1,0,0,54.2,63.68,0.84,27.2349,0.8421,59.6,d44280e378362cd408f6f040450d5445982ed7615924685f3f342c73ffb525d5
scal__mixed_complex__Fully-connected_GAT__N6__seed5__ep01,zero_shot_team_size_stress,mixed_complex,Fully-connected GAT,4,6,1,5,1,ON,30,30,30,1,0.1377,0.424,1.1648,2.0966,1.4,1600,0.89,1,0,1,55.69,65.44,0.916,26.7956,0.5881,61.3,d44280e378362cd408f6f040450d5445982ed7615924685f3f342c73ffb525d5
scal__mixed_complex__Fully-connected_GAT__N6__seed5__ep02,zero_shot_team_size_stress,mixed_complex,Fully-connected GAT,4,6,1,5,2,ON,30,30,30,1,0.1214,0.391,1.0086,1.8154,1.4,1600,0.89,1,0,0,54.99,64.61,1.1,25.5228,0.8489,60.5,d44280e378362cd408f6f040450d5445982ed7615924685f3f342c73ffb525d5
scal__mixed_complex__Fully-connected_GAT__N6__seed5__ep03,zero_shot_team_size_stress,mixed_complex,Fully-connected GAT,4,6,1,5,3,ON,30,30,30,1,0.13,0.4343,1.0832,1.9497,1.4,1600,0.89,1,0,0,63.15,74.2,1.486,25.2922,0.8271,69.5,d44280e378362cd408f6f040450d5445982ed7615924685f3f342c73ffb525d5
scal__mixed_complex__Fully-connected_GAT__N6__seed5__ep04,zero_shot_team_size_stress,mixed_complex,Fully-connected GAT,4,6,1,5,4,ON,30,30,30,1,0.1256,0.3781,1.2926,2.3266,1.4,1600,0.89,1,0,0,60.64,71.25,1.745,26.2388,0.8266,66.7,d44280e378362cd408f6f040450d5445982ed7615924685f3f342c73ffb525d5
scal__mixed_complex__Fully-connected_GAT__N6__seed5__ep05,zero_shot_team_size_stress,mixed_complex,Fully-connected GAT,4,6,1,5,5,ON,30,30,30,1,0.1395,0.3777,1.2327,2.2188,1.4,1600,0.89,1,0,0,61.11,71.8,0.909,26.3849,0.831,67.2,d44280e378362cd408f6f040450d5445982ed7615924685f3f342c73ffb525d5
scal__mixed_complex__Fully-connected_GAT__N6__seed5__ep06,zero_shot_team_size_stress,mixed_complex,Fully-connected GAT,4,6,1,5,6,ON,30,30,30,1,0.1229,0.3674,1.2479,2.2462,1.4,1600,0.89,1,0,0,63.44,74.54,0.899,26.9486,0.8388,69.8,d44280e378362cd408f6f040450d5445982ed7615924685f3f342c73ffb525d5
scal__mixed_complex__Fully-connected_GAT__N6__seed5__ep07,zero_shot_team_size_stress,mixed_complex,Fully-connected GAT,4,6,1,5,7,ON,30,30,30,1,0.1451,0.4066,1.0004,1.8008,1.4,1600,0.89,1,0,0,57.98,68.13,1.274,26.0301,0.8394,63.8,d44280e378362cd408f6f040450d5445982ed7615924685f3f342c73ffb525d5
scal__mixed_complex__Fully-connected_GAT__N6__seed5__ep08,zero_shot_team_size_stress,mixed_complex,Fully-connected GAT,4,6,1,5,8,ON,30,30,30,1,0.139,0.3981,1.2281,2.2107,1.4,1600,0.89,1,0,0,65.71,77.21,0.832,26.3317,0.8385,72.3,d44280e378362cd408f6f040450d5445982ed7615924685f3f342c73ffb525d5
scal__mixed_complex__Fully-connected_GAT__N6__seed5__ep09,zero_shot_team_size_stress,mixed_complex,Fully-connected GAT,4,6,1,5,9,ON,30,30,30,1,0.1282,0.4357,1.1775,2.1195,1.4,1600,0.89,1,0,0,64.76,76.09,1.507,26.8345,0.8379,71.2,d44280e378362cd408f6f040450d5445982ed7615924685f3f342c73ffb525d5
scal__mixed_complex__Fully-connected_GAT__N6__seed6__ep00,zero_shot_team_size_stress,mixed_complex,Fully-connected GAT,4,6,1,6,0,ON,30,30,30,1,0.1286,0.3634,1.2039,2.167,1.4,1600,0.89,1,0,0,59.21,69.57,1.09,25.2776,0.8118,65.1,e74746e4d7f84a1df3b44a7ef354368b27c805feef1f3e065c48151b11177900
scal__mixed_complex__Fully-connected_GAT__N6__seed6__ep01,zero_shot_team_size_stress,mixed_complex,Fully-connected GAT,4,6,1,6,1,ON,30,30,30,1,0.1467,0.4138,1.1221,2.0197,1.4,1600,0.89,1,0,0,59.9,70.38,1.42,26.4451,0.8446,65.9,e74746e4d7f84a1df3b44a7ef354368b27c805feef1f3e065c48151b11177900
scal__mixed_complex__Fully-connected_GAT__N6__seed6__ep02,zero_shot_team_size_stress,mixed_complex,Fully-connected GAT,4,6,1,6,2,ON,30,30,30,1,0.1445,0.3936,1.2276,2.2096,1.4,1600,0.89,1,0,0,61.68,72.47,1.111,26.2805,0.8397,67.8,e74746e4d7f84a1df3b44a7ef354368b27c805feef1f3e065c48151b11177900
scal__mixed_complex__Fully-connected_GAT__N6__seed6__ep03,zero_shot_team_size_stress,mixed_complex,Fully-connected GAT,4,6,1,6,3,ON,30,30,30,1,0.1427,0.4266,1.0048,1.8087,1.4,1600,0.89,1,0,0,65.6,77.08,1.642,25.8755,0.8464,72.2,e74746e4d7f84a1df3b44a7ef354368b27c805feef1f3e065c48151b11177900
scal__mixed_complex__Fully-connected_GAT__N6__seed6__ep04,zero_shot_team_size_stress,mixed_complex,Fully-connected GAT,4,6,1,6,4,ON,30,30,30,1,0.1417,0.4308,1.1268,2.0283,1.4,1600,0.89,1,0,0,58.92,69.23,0.795,26.1203,0.8391,64.8,e74746e4d7f84a1df3b44a7ef354368b27c805feef1f3e065c48151b11177900
scal__mixed_complex__Fully-connected_GAT__N6__seed6__ep05,zero_shot_team_size_stress,mixed_complex,Fully-connected GAT,4,6,1,6,5,ON,30,30,30,1,0.143,0.3706,1.0251,1.8452,1.4,1600,0.89,1,0,0,59.97,70.46,0.948,25.998,0.8188,66,e74746e4d7f84a1df3b44a7ef354368b27c805feef1f3e065c48151b11177900
scal__mixed_complex__Fully-connected_GAT__N6__seed6__ep06,zero_shot_team_size_stress,mixed_complex,Fully-connected GAT,4,6,1,6,6,ON,30,30,30,1,0.1479,0.4288,1.0857,1.9542,1.4,1600,0.89,1,0,0,65.83,77.35,1.82,26.4913,0.8429,72.4,e74746e4d7f84a1df3b44a7ef354368b27c805feef1f3e065c48151b11177900
