record_id,protocol_id,scenario,controller,group_type,group_id,evaluation_episode_index,robot_count,safety_envelope,control_step_s,fully_successful_episode,successful_robots,collision_episode,collision_type,rr_near_miss_count,rp_near_miss_count,intervention_count,evaluated_command_count,intervention_ratio,mean_normalized_intervention_magnitude,episode_max_normalized_intervention_magnitude,average_completion_time_s,makespan_s,average_waiting_time_s,min_rr_center_distance_m,min_rp_center_distance_m,checkpoint_sha256,evaluation_seed_e,robot_random_seed,pedestrian_random_seed,draw_id
audit__mixed_complex__MAPPO__g3__ep07,safety_envelope_intervention_audit,mixed_complex,MAPPO,training_checkpoint,3,7,4,ON,0.1,1,4,0,N/A,0,0,619,2088,0.296455938697318,0.147678,0.827679,30.8325,34.5324,1.9698,0.701828,0.876169,c45a8e9f7fbaccddb1f1ca519e29fef66b0e7446efa6c7104be796e719d0f8ce,30207,30207090628,30207090725,draw_mixed_complex_MAPPO_g3_ep7
audit__mixed_complex__MAPPO__g3__ep08,safety_envelope_intervention_audit,mixed_complex,MAPPO,training_checkpoint,3,8,4,ON,0.1,1,4,0,N/A,0,0,581,1887,0.307896131425543,0.167741,0.842673,31.5176,35.2997,1.9717,0.64453,0.919057,c45a8e9f7fbaccddb1f1ca519e29fef66b0e7446efa6c7104be796e719d0f8ce,30208,30208090632,30208090729,draw_mixed_complex_MAPPO_g3_ep8
audit__mixed_complex__MAPPO__g3__ep09,safety_envelope_intervention_audit,mixed_complex,MAPPO,training_checkpoint,3,9,4,ON,0.1,1,4,0,N/A,0,0,613,1873,0.327282434596903,0.172242,0.832065,34.8662,39.0501,1.9688,0.634205,0.845916,c45a8e9f7fbaccddb1f1ca519e29fef66b0e7446efa6c7104be796e719d0f8ce,30209,30209090636,30209090733,draw_mixed_complex_MAPPO_g3_ep9
audit__mixed_complex__MAPPO__g4__ep00,safety_envelope_intervention_audit,mixed_complex,MAPPO,training_checkpoint,4,0,4,ON,0.1,1,4,0,N/A,0,0,631,2029,0.310990635781173,0.154161,0.858197,32.02,35.8624,2.0049,0.668711,0.881063,e636f42911fd38bd9840b30fc3b2209eac23d4212d0409ef97cf77ff3e60b89e,40200,40200120600,40200120697,draw_mixed_complex_MAPPO_g4_ep0
audit__mixed_complex__MAPPO__g4__ep01,safety_envelope_intervention_audit,mixed_complex,MAPPO,training_checkpoint,4,1,4,ON,0.1,1,4,0,N/A,0,0,529,1709,0.309537741369222,0.161553,0.84829,30.7971,34.4927,1.8616,0.640017,0.834466,e636f42911fd38bd9840b30fc3b2209eac23d4212d0409ef97cf77ff3e60b89e,40201,40201120604,40201120701,draw_mixed_complex_MAPPO_g4_ep1
audit__mixed_complex__MAPPO__g4__ep02,safety_envelope_intervention_audit,mixed_complex,MAPPO,training_checkpoint,4,2,4,ON,0.1,1,4,0,N/A,0,0,617,1863,0.331186258722491,0.189739,0.846496,34.0425,38.1276,1.6083,0.65775,0.813767,e636f42911fd38bd9840b30fc3b2209eac23d4212d0409ef97cf77ff3e60b89e,40202,40202120608,40202120705,draw_mixed_complex_MAPPO_g4_ep2
audit__mixed_complex__MAPPO__g4__ep03,safety_envelope_intervention_audit,mixed_complex,MAPPO,training_checkpoint,4,3,4,ON,0.1,1,4,0,N/A,0,0,551,1732,0.318129330254042,0.160718,0.822321,33.6119,37.6453,1.7516,0.692805,0.873355,e636f42911fd38bd9840b30fc3b2209eac23d4212d0409ef97cf77ff3e60b89e,40203,40203120612,40203120709,draw_mixed_complex_MAPPO_g4_ep3
audit__mixed_complex__MAPPO__g4__ep04,safety_envelope_intervention_audit,mixed_complex,MAPPO,training_checkpoint,4,4,4,ON,0.1,1,4,0,N/A,0,0,603,1757,0.343198634035287,0.157452,0.821702,33.8689,37.9332,1.278,0.659566,0.918709,e636f42911fd38bd9840b30fc3b2209eac23d4212d0409ef97cf77ff3e60b89e,40204,40204120616,40204120713,draw_mixed_complex_MAPPO_g4_ep4
audit__mixed_complex__MAPPO__g4__ep05,safety_envelope_intervention_audit,mixed_complex,MAPPO,training_checkpoint,4,5,4,ON,0.1,1,4,0,N/A,0,0,581,1712,0.339369158878505,0.158592,0.827846,34.4818,38.6196,1.3144,0.654837,0.873732,e636f42911fd38bd9840b30fc3b2209eac23d4212d0409ef97cf77ff3e60b89e,40205,40205120620,40205120717,draw_mixed_complex_MAPPO_g4_ep5
audit__mixed_complex__MAPPO__g4__ep06,safety_envelope_intervention_audit,mixed_complex,MAPPO,training_checkpoint,4,6,4,ON,0.1,1,4,0,N/A,0,0,571,1727,0.330631152287203,0.178472,0.833959,31.2274,34.9747,2.1763,0.633966,0.888065,e636f42911fd38bd9840b30fc3b2209eac23d4212d0409ef97cf77ff3e60b89e,40206,40206120624,40206120721,draw_mixed_complex_MAPPO_g4_ep6
audit__mixed_complex__MAPPO__g4__ep07,safety_envelope_intervention_audit,mixed_complex,MAPPO,training_checkpoint,4,7,4,ON,0.1,1,4,0,N/A,0,0,617,1825,0.338082191780822,0.144046,0.871535,34.2064,38.3112,1.3303,0.685774,0.880171,e636f42911fd38bd9840b30fc3b2209eac23d4212d0409ef97cf77ff3e60b89e,40207,40207120628,40207120725,draw_mixed_complex_MAPPO_g4_ep7
audit__mixed_complex__MAPPO__g4__ep08,safety_envelope_intervention_audit,mixed_complex,MAPPO,training_checkpoint,4,8,4,ON,0.1,1,4,0,N/A,0,0,591,1693,0.349084465445954,0.160268,0.819892,30.1387,33.7554,1.9412,0.639863,0.869893,e636f42911fd38bd9840b30fc3b2209eac23d4212d0409ef97cf77ff3e60b89e,40208,40208120632,40208120729,draw_mixed_complex_MAPPO_g4_ep8
audit__mixed_complex__MAPPO__g4__ep09,safety_envelope_intervention_audit,mixed_complex,MAPPO,training_checkpoint,4,9,4,ON,0.1,1,4,0,N/A,0,0,590,1729,0.341237709658762,0.196067,0.845208,34.9312,39.1229,1.5891,0.702117,0.902974,e636f42911fd38bd9840b30fc3b2209eac23d4212d0409ef97cf77ff3e60b89e,40209,40209120636,40209120733,draw_mixed_complex_MAPPO_g4_ep9
audit__mixed_complex__MAPPO__g5__ep00,safety_envelope_intervention_audit,mixed_complex,MAPPO,training_checkpoint,5,0,4,ON,0.1,1,4,0,N/A,0,0,675,2298,0.293733681462141,0.175747,0.84084,30.6782,34.3595,2.2664,0.666916,0.886209,e6a2846538f683858547fe4180abdaf81394daa57a969cd7b89cd97ba0793342,50200,50200150600,50200150697,draw_mixed_complex_MAPPO_g5_ep0
audit__mixed_complex__MAPPO__g5__ep01,safety_envelope_intervention_audit,mixed_complex,MAPPO,training_checkpoint,5,1,4,ON,0.1,1,4,0,N/A,0,0,641,1921,0.333680374804789,0.15886,0.854343,34.55,38.696,2.1946,0.692721,0.882082,e6a2846538f683858547fe4180abdaf81394daa57a969cd7b89cd97ba0793342,50201,50201150604,50201150701,draw_mixed_complex_MAPPO_g5_ep1
audit__mixed_complex__MAPPO__g5__ep02,safety_envelope_intervention_audit,mixed_complex,MAPPO,training_checkpoint,5,2,4,ON,0.1,1,4,0,N/A,0,0,653,2083,0.313490158425348,0.142363,0.878847,30.1455,33.7629,1.541,0.702641,0.832479,e6a2846538f683858547fe4180abdaf81394daa57a969cd7b89cd97ba0793342,50202,50202150608,50202150705,draw_mixed_complex_MAPPO_g5_ep2
audit__mixed_complex__MAPPO__g5__ep03,safety_envelope_intervention_audit,mixed_complex,MAPPO,training_checkpoint,5,3,4,ON,0.1,1,4,0,N/A,0,0,632,2112,0.299242424242424,0.163301,0.864112,33.8632,37.9268,1.542,0.637172,0.860215,e6a2846538f683858547fe4180abdaf81394daa57a969cd7b89cd97ba0793342,50203,50203150612,50203150709,draw_mixed_complex_MAPPO_g5_ep3
audit__mixed_complex__MAPPO__g5__ep04,safety_envelope_intervention_audit,mixed_complex,MAPPO,training_checkpoint,5,4,4,ON,0.1,1,4,0,N/A,0,0,578,1809,0.31951354339414,0.143461,0.841972,34.3515,38.4737,1.9622,0.671282,0.837052,e6a2846538f683858547fe4180abdaf81394daa57a969cd7b89cd97ba0793342,50204,50204150616,50204150713,draw_mixed_complex_MAPPO_g5_ep4
audit__mixed_complex__MAPPO__g5__ep05,safety_envelope_intervention_audit,mixed_complex,MAPPO,training_checkpoint,5,5,4,ON,0.1,1,4,0,N/A,0,0,559,1656,0.33756038647343,0.165612,0.853759,34.1867,38.2891,2.2487,0.653782,0.906697,e6a2846538f683858547fe4180abdaf81394daa57a969cd7b89cd97ba0793342,50205,50205150620,50205150717,draw_mixed_complex_MAPPO_g5_ep5
audit__mixed_complex__MAPPO__g5__ep06,safety_envelope_intervention_audit,mixed_complex,MAPPO,training_checkpoint,5,6,4,ON,0.1,1,4,0,N/A,0,0,616,1911,0.322344322344322,0.179368,0.805334,32.9534,36.9078,1.2148,0.655379,0.816871,e6a2846538f683858547fe4180abdaf81394daa57a969cd7b89cd97ba0793342,50206,50206150624,50206150721,draw_mixed_complex_MAPPO_g5_ep6
audit__mixed_complex__MAPPO__g5__ep07,safety_envelope_intervention_audit,mixed_complex,MAPPO,training_checkpoint,5,7,4,ON,0.1,1,4,0,N/A,0,0,593,1809,0.327805417357656,0.166329,0.833863,32.8786,36.8241,1.8404,0.657181,0.894493,e6a2846538f683858547fe4180abdaf81394daa57a969cd7b89cd97ba0793342,50207,50207150628,50207150725,draw_mixed_complex_MAPPO_g5_ep7
audit__mixed_complex__MAPPO__g5__ep08,safety_envelope_intervention_audit,mixed_complex,MAPPO,training_checkpoint,5,8,4,ON,0.1,1,4,0,N/A,0,0,638,2109,0.302513039355145,0.156087,0.845067,30.5901,34.2609,2.0874,0.677512,0.834348,e6a2846538f683858547fe4180abdaf81394daa57a969cd7b89cd97ba0793342,50208,50208150632,50208150729,draw_mixed_complex_MAPPO_g5_ep8
audit__mixed_complex__MAPPO__g5__ep09,safety_envelope_intervention_audit,mixed_complex,MAPPO,training_checkpoint,5,9,4,ON,0.1,1,4,0,N/A,0,0,607,1880,0.322872340425532,0.164107,0.803244,33.6722,37.7128,1.6716,0.666952,0.83989,e6a2846538f683858547fe4180abdaf81394daa57a969cd7b89cd97ba0793342,50209,50209150636,50209150733,draw_mixed_complex_MAPPO_g5_ep9
audit__mixed_complex__MAPPO__g6__ep00,safety_envelope_intervention_audit,mixed_complex,MAPPO,training_checkpoint,6,0,4,ON,0.1,1,4,0,N/A,0,0,637,2044,0.311643835616438,0.15076,0.817022,30.2619,33.8933,1.1156,0.638316,0.858031,be0fc729bb8d0d485bb80c427b94aecfdfb3c2bde20e06ada2f436a88984e96a,60200,60200180600,60200180697,draw_mixed_complex_MAPPO_g6_ep0
audit__mixed_complex__MAPPO__g6__ep01,safety_envelope_intervention_audit,mixed_complex,MAPPO,training_checkpoint,6,1,4,ON,0.1,1,4,0,N/A,0,0,596,1810,0.329281767955801,0.157966,0.856484,33.6606,37.6998,2.2753,0.652555,0.868301,be0fc729bb8d0d485bb80c427b94aecfdfb3c2bde20e06ada2f436a88984e96a,60201,60201180604,60201180701,draw_mixed_complex_MAPPO_g6_ep1
audit__mixed_complex__MAPPO__g6__ep02,safety_envelope_intervention_audit,mixed_complex,MAPPO,training_checkpoint,6,2,4,ON,0.1,1,4,0,N/A,0,0,619,1987,0.311524911927529,0.16171,0.839844,34.6688,38.829,1.106,0.701683,0.865248,be0fc729bb8d0d485bb80c427b94aecfdfb3c2bde20e06ada2f436a88984e96a,60202,60202180608,60202180705,draw_mixed_complex_MAPPO_g6_ep2
audit__mixed_complex__MAPPO__g6__ep03,safety_envelope_intervention_audit,mixed_complex,MAPPO,training_checkpoint,6,3,4,ON,0.1,1,4,0,N/A,0,0,577,1750,0.329714285714286,0.169263,0.850231,33.6635,37.7031,1.5959,0.632427,0.862618,be0fc729bb8d0d485bb80c427b94aecfdfb3c2bde20e06ada2f436a88984e96a,60203,60203180612,60203180709,draw_mixed_complex_MAPPO_g6_ep3
audit__mixed_complex__MAPPO__g6__ep04,safety_envelope_intervention_audit,mixed_complex,MAPPO,training_checkpoint,6,4,4,ON,0.1,1,4,0,N/A,0,0,631,2041,0.309162175404214,0.159628,0.831282,30.0085,33.6095,1.6745,0.646509,0.886647,be0fc729bb8d0d485bb80c427b94aecfdfb3c2bde20e06ada2f436a88984e96a,60204,60204180616,60204180713,draw_mixed_complex_MAPPO_g6_ep4
audit__mixed_complex__MAPPO__g6__ep05,safety_envelope_intervention_audit,mixed_complex,MAPPO,training_checkpoint,6,5,4,ON,0.1,1,4,0,N/A,0,0,590,2000,0.295,0.166195,0.829233,34.0511,38.1373,1.832,0.682122,0.821606,be0fc729bb8d0d485bb80c427b94aecfdfb3c2bde20e06ada2f436a88984e96a,60205,60205180620,60205180717,draw_mixed_complex_MAPPO_g6_ep5
audit__mixed_complex__MAPPO__g6__ep06,safety_envelope_intervention_audit,mixed_complex,MAPPO,training_checkpoint,6,6,4,ON,0.1,1,4,0,N/A,0,0,620,1921,0.32274856845393,0.15345,0.851722,31.7695,35.5819,1.532,0.642805,0.887403,be0fc729bb8d0d485bb80c427b94aecfdfb3c2bde20e06ada2f436a88984e96a,60206,60206180624,60206180721,draw_mixed_complex_MAPPO_g6_ep6
audit__mixed_complex__MAPPO__g6__ep07,safety_envelope_intervention_audit,mixed_complex,MAPPO,training_checkpoint,6,7,4,ON,0.1,1,4,0,N/A,0,0,611,1877,0.325519445924347,0.165133,0.844912,32.1417,35.9987,2.245,0.683934,0.859054,be0fc729bb8d0d485bb80c427b94aecfdfb3c2bde20e06ada2f436a88984e96a,60207,60207180628,60207180725,draw_mixed_complex_MAPPO_g6_ep7
audit__mixed_complex__MAPPO__g6__ep08,safety_envelope_intervention_audit,mixed_complex,MAPPO,training_checkpoint,6,8,4,ON,0.1,1,4,0,N/A,0,0,630,1911,0.32967032967033,0.172512,0.836974,31.8211,35.6396,2.0607,0.650664,0.83904,be0fc729bb8d0d485bb80c427b94aecfdfb3c2bde20e06ada2f436a88984e96a,60208,60208180632,60208180729,draw_mixed_complex_MAPPO_g6_ep8
audit__mixed_complex__MAPPO__g6__ep09,safety_envelope_intervention_audit,mixed_complex,MAPPO,training_checkpoint,6,9,4,ON,0.1,1,4,0,N/A,0,0,638,1899,0.335966298051606,0.171243,0.85338,30.068,33.6762,1.3166,0.638314,0.868603,be0fc729bb8d0d485bb80c427b94aecfdfb3c2bde20e06ada2f436a88984e96a,60209,60209180636,60209180733,draw_mixed_complex_MAPPO_g6_ep9
audit__mixed_complex__MAPPO__g7__ep00,safety_envelope_intervention_audit,mixed_complex,MAPPO,training_checkpoint,7,0,4,ON,0.1,1,4,0,N/A,0,0,641,2007,0.31938216243149,0.159072,0.827966,32.8509,36.793,1.4644,0.661393,0.906433,eab3d77c6f40495132dedf0d69ec50ff214661db19ef84577a7df6302eab57ca,70200,70200210600,70200210697,draw_mixed_complex_MAPPO_g7_ep0
audit__mixed_complex__MAPPO__g7__ep01,safety_envelope_intervention_audit,mixed_complex,MAPPO,training_checkpoint,7,1,4,ON,0.1,1,4,0,N/A,0,0,581,1706,0.340562719812427,0.156665,0.829048,30.4862,34.1445,1.3094,0.676521,0.891761,eab3d77c6f40495132dedf0d69ec50ff214661db19ef84577a7df6302eab57ca,70201,70201210604,70201210701,draw_mixed_complex_MAPPO_g7_ep1
audit__mixed_complex__MAPPO__g7__ep02,safety_envelope_intervention_audit,mixed_complex,MAPPO,training_checkpoint,7,2,4,ON,0.1,1,4,0,N/A,0,0,563,1770,0.318079096045198,0.169904,0.856416,34.5773,38.7265,1.2083,0.632507,0.830268,eab3d77c6f40495132dedf0d69ec50ff214661db19ef84577a7df6302eab57ca,70202,70202210608,70202210705,draw_mixed_complex_MAPPO_g7_ep2
audit__mixed_complex__MAPPO__g7__ep03,safety_envelope_intervention_audit,mixed_complex,MAPPO,training_checkpoint,7,3,4,ON,0.1,1,4,0,N/A,0,0,655,2116,0.309546313799622,0.156059,0.844805,33.3263,37.3254,1.3311,0.692331,0.857324,eab3d77c6f40495132dedf0d69ec50ff214661db19ef84577a7df6302eab57ca,70203,70203210612,70203210709,draw_mixed_complex_MAPPO_g7_ep3
audit__mixed_complex__MAPPO__g7__ep04,safety_envelope_intervention_audit,mixed_complex,MAPPO,training_checkpoint,7,4,4,ON,0.1,1,4,0,N/A,0,0,660,2214,0.29810298102981,0.149308,0.848094,31.8008,35.6169,2.0303,0.671689,0.821852,eab3d77c6f40495132dedf0d69ec50ff214661db19ef84577a7df6302eab57ca,70204,70204210616,70204210713,draw_mixed_complex_MAPPO_g7_ep4
audit__mixed_complex__MAPPO__g7__ep05,safety_envelope_intervention_audit,mixed_complex,MAPPO,training_checkpoint,7,5,4,ON,0.1,1,4,0,N/A,0,0,627,1773,0.353637901861252,0.153545,0.839718,32.7722,36.7049,1.3092,0.708074,0.806391,eab3d77c6f40495132dedf0d69ec50ff214661db19ef84577a7df6302eab57ca,70205,70205210620,70205210717,draw_mixed_complex_MAPPO_g7_ep5
audit__mixed_complex__MAPPO__g7__ep06,safety_envelope_intervention_audit,mixed_complex,MAPPO,training_checkpoint,7,6,4,ON,0.1,1,4,0,N/A,0,0,625,1905,0.328083989501312,0.148488,0.839926,32.2826,36.1565,1.7817,0.674123,0.815541,eab3d77c6f40495132dedf0d69ec50ff214661db19ef84577a7df6302eab57ca,70206,70206210624,70206210721,draw_mixed_complex_MAPPO_g7_ep6
audit__mixed_complex__MAPPO__g7__ep07,safety_envelope_intervention_audit,mixed_complex,MAPPO,training_checkpoint,7,7,4,ON,0.1,1,4,0,N/A,0,0,562,1684,0.333729216152019,0.164012,0.856205,31.9845,35.8227,1.2505,0.695612,0.871019,eab3d77c6f40495132dedf0d69ec50ff214661db19ef84577a7df6302eab57ca,70207,70207210628,70207210725,draw_mixed_complex_MAPPO_g7_ep7
audit__mixed_complex__MAPPO__g7__ep08,safety_envelope_intervention_audit,mixed_complex,MAPPO,training_checkpoint,7,8,4,ON,0.1,1,4,0,N/A,0,0,580,1859,0.311995696611081,0.171252,0.838096,31.3021,35.0583,1.7345,0.684003,0.853888,eab3d77c6f40495132dedf0d69ec50ff214661db19ef84577a7df6302eab57ca,70208,70208210632,70208210729,draw_mixed_complex_MAPPO_g7_ep8
audit__mixed_complex__MAPPO__g7__ep09,safety_envelope_intervention_audit,mixed_complex,MAPPO,training_checkpoint,7,9,4,ON,0.1,1,4,0,N/A,0,0,630,2099,0.300142925202477,0.164092,0.838257,30.6925,34.3756,2.4827,0.646434,0.858968,eab3d77c6f40495132dedf0d69ec50ff214661db19ef84577a7df6302eab57ca,70209,70209210636,70209210733,draw_mixed_complex_MAPPO_g7_ep9
audit__static_clutter__MADDPG-style__g0__ep00,safety_envelope_intervention_audit,static_clutter,MADDPG-style,training_checkpoint,0,0,4,ON,0.1,1,4,0,N/A,0,N/A,376,1350,0.278518518518518,0.118543,1.003003,30.6383,34.3148,1.3859,0.634164,N/A,265e89e44b989dc8a332a4791c1d4edc3c47ad009cce9068ca2f8c1e544878bc,0,0,N/A (no pedestrians),draw_static_clutter_MADDPG-style_g0_ep0
audit__static_clutter__MADDPG-style__g0__ep01,safety_envelope_intervention_audit,static_clutter,MADDPG-style,training_checkpoint,0,1,4,ON,0.1,1,4,0,N/A,0,N/A,376,1350,0.278518518518518,0.112634,0.983003,32.5352,36.4394,1.8885,0.686323,N/A,265e89e44b989dc8a332a4791c1d4edc3c47ad009cce9068ca2f8c1e544878bc,1,1000004,N/A (no pedestrians),draw_static_clutter_MADDPG-style_g0_ep1
audit__static_clutter__MADDPG-style__g0__ep02,safety_envelope_intervention_audit,static_clutter,MADDPG-style,training_checkpoint,0,2,4,ON,0.1,1,4,0,N/A,0,N/A,405,1443,0.280665280665281,0.120448,0.993003,30.0762,33.6853,1.1479,0.672321,N/A,265e89e44b989dc8a332a4791c1d4edc3c47ad009cce9068ca2f8c1e544878bc,2,2000008,N/A (no pedestrians),draw_static_clutter_MADDPG-style_g0_ep2
audit__static_clutter__MADDPG-style__g0__ep03,safety_envelope_intervention_audit,static_clutter,MADDPG-style,training_checkpoint,0,3,4,ON,0.1,1,4,0,N/A,0,N/A,377,1385,0.272202166064982,0.125576,0.993003,33.0772,37.0464,1.7417,0.690683,N/A,265e89e44b989dc8a332a4791c1d4edc3c47ad009cce9068ca2f8c1e544878bc,3,3000012,N/A (no pedestrians),draw_static_clutter_MADDPG-style_g0_ep3
audit__static_clutter__MADDPG-style__g0__ep04,safety_envelope_intervention_audit,static_clutter,MADDPG-style,training_checkpoint,0,4,4,ON,0.1,1,4,0,N/A,0,N/A,391,1487,0.262945527908541,0.11925,0.993003,33.7842,37.8383,1.6734,0.668118,N/A,265e89e44b989dc8a332a4791c1d4edc3c47ad009cce9068ca2f8c1e544878bc,4,4000016,N/A (no pedestrians),draw_static_clutter_MADDPG-style_g0_ep4
audit__static_clutter__MADDPG-style__g0__ep05,safety_envelope_intervention_audit,static_clutter,MADDPG-style,training_checkpoint,0,5,4,ON,0.1,1,4,0,N/A,0,N/A,368,1407,0.261549395877754,0.109022,0.993003,32.297,36.1727,1.2368,0.64296,N/A,265e89e44b989dc8a332a4791c1d4edc3c47ad009cce9068ca2f8c1e544878bc,5,5000020,N/A (no pedestrians),draw_static_clutter_MADDPG-style_g0_ep5
audit__static_clutter__MADDPG-style__g0__ep06,safety_envelope_intervention_audit,static_clutter,MADDPG-style,training_checkpoint,0,6,4,ON,0.1,1,4,0,N/A,0,N/A,378,1466,0.257844474761255,0.115051,0.993003,34.129,38.2244,1.9029,0.689123,N/A,265e89e44b989dc8a332a4791c1d4edc3c47ad009cce9068ca2f8c1e544878bc,6,6000024,N/A (no pedestrians),draw_static_clutter_MADDPG-style_g0_ep6
audit__static_clutter__MADDPG-style__g0__ep07,safety_envelope_intervention_audit,static_clutter,MADDPG-style,training_checkpoint,0,7,4,ON,0.1,1,4,0,N/A,0,N/A,365,1473,0.247793618465716,0.120381,0.993003,33.1118,37.0852,1.2706,0.643779,N/A,265e89e44b989dc8a332a4791c1d4edc3c47ad009cce9068ca2f8c1e544878bc,7,7000028,N/A (no pedestrians),draw_static_clutter_MADDPG-style_g0_ep7
audit__static_clutter__MADDPG-style__g0__ep08,safety_envelope_intervention_audit,static_clutter,MADDPG-style,training_checkpoint,0,8,4,ON,0.1,1,4,0,N/A,0,N/A,420,1652,0.254237288135593,0.125723,0.993003,31.5266,35.3097,1.9591,0.658229,N/A,265e89e44b989dc8a332a4791c1d4edc3c47ad009cce9068ca2f8c1e544878bc,8,8000032,N/A (no pedestrians),draw_static_clutter_MADDPG-style_g0_ep8
audit__static_clutter__MADDPG-style__g0__ep09,safety_envelope_intervention_audit,static_clutter,MADDPG-style,training_checkpoint,0,9,4,ON,0.1,1,4,0,N/A,0,N/A,389,1332,0.292042042042042,0.120324,0.993003,34.7968,38.9724,1.5289,0.684055,N/A,265e89e44b989dc8a332a4791c1d4edc3c47ad009cce9068ca2f8c1e544878bc,9,9000036,N/A (no pedestrians),draw_static_clutter_MADDPG-style_g0_ep9
audit__static_clutter__MADDPG-style__g1__ep00,safety_envelope_intervention_audit,static_clutter,MADDPG-style,training_checkpoint,1,0,4,ON,0.1,1,4,0,N/A,0,N/A,386,1605,0.240498442367601,0.128944,0.988722,32.5459,36.4514,2.2393,0.677028,N/A,aee990dc0ea64b2a5f68ad07aed8a5ea50dea95bc4d99078f5ad6f301644c905,10000,10000030000,N/A (no pedestrians),draw_static_clutter_MADDPG-style_g1_ep0
audit__static_clutter__MADDPG-style__g1__ep01,safety_envelope_intervention_audit,static_clutter,MADDPG-style,training_checkpoint,1,1,4,ON,0.1,1,4,0,N/A,0,N/A,374,1522,0.245729303547963,0.114908,0.986746,33.3463,37.3478,1.9921,0.708299,N/A,aee990dc0ea64b2a5f68ad07aed8a5ea50dea95bc4d99078f5ad6f301644c905,10001,10001030004,N/A (no pedestrians),draw_static_clutter_MADDPG-style_g1_ep1
audit__static_clutter__MADDPG-style__g1__ep02,safety_envelope_intervention_audit,static_clutter,MADDPG-style,training_checkpoint,1,2,4,ON,0.1,1,4,0,N/A,0,N/A,390,1514,0.257595772787318,0.122647,0.985802,31.1873,34.9298,1.7345,0.664117,N/A,aee990dc0ea64b2a5f68ad07aed8a5ea50dea95bc4d99078f5ad6f301644c905,10002,10002030008,N/A (no pedestrians),draw_static_clutter_MADDPG-style_g1_ep2
audit__static_clutter__MADDPG-style__g1__ep03,safety_envelope_intervention_audit,static_clutter,MADDPG-style,training_checkpoint,1,3,4,ON,0.1,1,4,0,N/A,0,N/A,383,1330,0.28796992481203,0.121579,0.992485,32.6705,36.591,1.0163,0.680042,N/A,aee990dc0ea64b2a5f68ad07aed8a5ea50dea95bc4d99078f5ad6f301644c905,10003,10003030012,N/A (no pedestrians),draw_static_clutter_MADDPG-style_g1_ep3
audit__static_clutter__MADDPG-style__g1__ep04,safety_envelope_intervention_audit,static_clutter,MADDPG-style,training_checkpoint,1,4,4,ON,0.1,1,4,0,N/A,0,N/A,405,1414,0.286421499292786,0.111029,0.989965,32.562,36.4694,2.0758,0.655674,N/A,aee990dc0ea64b2a5f68ad07aed8a5ea50dea95bc4d99078f5ad6f301644c905,10004,10004030016,N/A (no pedestrians),draw_static_clutter_MADDPG-style_g1_ep4
audit__static_clutter__MADDPG-style__g1__ep05,safety_envelope_intervention_audit,static_clutter,MADDPG-style,training_checkpoint,1,5,4,ON,0.1,1,4,0,N/A,0,N/A,384,1357,0.282977155490052,0.120299,0.999001,32.6575,36.5764,2.3206,0.646051,N/A,aee990dc0ea64b2a5f68ad07aed8a5ea50dea95bc4d99078f5ad6f301644c905,10005,10005030020,N/A (no pedestrians),draw_static_clutter_MADDPG-style_g1_ep5
audit__static_clutter__MADDPG-style__g1__ep06,safety_envelope_intervention_audit,static_clutter,MADDPG-style,training_checkpoint,1,6,4,ON,0.1,1,4,0,N/A,0,N/A,355,1348,0.263353115727003,0.122434,0.995091,30.0873,33.6978,1.0298,0.631787,N/A,aee990dc0ea64b2a5f68ad07aed8a5ea50dea95bc4d99078f5ad6f301644c905,10006,10006030024,N/A (no pedestrians),draw_static_clutter_MADDPG-style_g1_ep6
audit__static_clutter__MADDPG-style__g1__ep07,safety_envelope_intervention_audit,static_clutter,MADDPG-style,training_checkpoint,1,7,4,ON,0.1,1,4,0,N/A,0,N/A,415,1605,0.258566978193146,0.117581,0.989684,30.9751,34.6921,2.3601,0.661151,N/A,aee990dc0ea64b2a5f68ad07aed8a5ea50dea95bc4d99078f5ad6f301644c905,10007,10007030028,N/A (no pedestrians),draw_static_clutter_MADDPG-style_g1_ep7
audit__static_clutter__MADDPG-style__g1__ep08,safety_envelope_intervention_audit,static_clutter,MADDPG-style,training_checkpoint,1,8,4,ON,0.1,1,4,0,N/A,0,N/A,398,1573,0.253019707565162,0.103366,0.999806,32.861,36.8043,2.236,0.642178,N/A,aee990dc0ea64b2a5f68ad07aed8a5ea50dea95bc4d99078f5ad6f301644c905,10008,10008030032,N/A (no pedestrians),draw_static_clutter_MADDPG-style_g1_ep8
audit__static_clutter__MADDPG-style__g1__ep09,safety_envelope_intervention_audit,static_clutter,MADDPG-style,training_checkpoint,1,9,4,ON,0.1,1,4,0,N/A,0,N/A,396,1529,0.258992805755396,0.131792,0.970037,34.4277,38.5591,1.0696,0.694379,N/A,aee990dc0ea64b2a5f68ad07aed8a5ea50dea95bc4d99078f5ad6f301644c905,10009,10009030036,N/A (no pedestrians),draw_static_clutter_MADDPG-style_g1_ep9
